,recipe_id,step,description
5639,3873,1,"Heat the butter in a broad non-stick pan, add the green chillies and onions and sauté on a medium flame for 30 seconds."
5640,3873,2,"Add the sweet corn, milk, fresh cream, sugar and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
5641,3875,1,"Just before serving, add ¼ cup of pear, ¼ cup of kiwi in a tall serving and top it with ¼ cup white chocolate sauce evenly over it."
5642,3875,2,"Add ¼ cup of pineapple, ¼ cup of apple, 2 tbsp of crushed coconut biscuits and top it with 2 tbsp of whipped cream evenly over it."
5643,3875,3,Sprinkle 1 tsp almonds and 1 tsp desiccated coconut evenly over it.
5644,3875,4,Repeat steps 1 to 3 to make 1 more serving.
5645,3875,5,Serve immediately.
5646,3876,1,Divide the custard sauce into 2 equal portions and keep aside.
5647,3876,2,Put ¼ cup of crushed digestive biscuits in a tall serving glass.
5648,3876,3,Add ¾ cup of mixed fruits evenly over it.
5649,3876,4,Pour a portion of the prepared custard sauce evenly over it.
5650,3876,5,Finally put ¼ cup of jelly over it and sprinkle ½ tbsp of almond slivers.
5651,3876,6,Repeat steps 2 to 5 to make 1 more glass.
5652,3876,7,Serve immediately
5653,3878,1,"Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 1 minute."
5654,3878,2,"Add the tomatoes, chilli powder, tomato ketchup, oregano and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally. Keep aside."
5655,3881,1,"Heat the olive oil in a broad non-stick pan, add the capsicum halves and sauté on a medium flame for 1 minute."
5656,3881,2,"Add the oregano, mix well and sauté on a medium flame for 1 minute."
5657,3881,3,Remove from the flame and keep aside.
5658,3882,1,"In a serving oven safe deep dish, pout the potato layer and spread it evenly."
5659,3882,2,Put the spinach layer and spread it evenly.
5660,3882,3,Finally put the cream and cheese evenly over it and bake in a pre-heated oven at  200ºc (400ºf)  for 15 minutes.
5661,3882,4,Serve immediately.
5662,3884,1,Blend the cashews in a mixer till coarse. Keep aside.
5663,3884,2,"Heat the ghee in a deep non-stick pan, add the semolina and sauté on a slow flame for 30 seconds."
5664,3884,3,"Add the cashews, mix well and cook on a slow flame for 2 minutes, while stirring continuously."
5665,3884,4,"Add the milk, mix well and cook on a medium flame for 1 minute, while stirring continuously."
5666,3884,5,"Add the mawa and sugar, mix well and cook on a slow flame for 2 minutes, while stirring continuously. Keep aside."
5667,3886,1,"Just before serving, pour the tomato gravy in a microwave safe bowl and spread it evenly."
5668,3886,2,Spread the cooked rice evenly over it.
5669,3886,3,"Finally, spread the spinach gravy evenly over it."
5670,3886,4,Sprinkle the cheese evenly over it and microwave on high for 2 minutes or till the cheese melts.
5671,3886,5,Serve immediately.
5672,3887,1,"Combine the bread and curds, in a deep bowl and mix well."
5673,3887,2,"Add the potatoes, paneer, green chillies, coriander and salt and mix well and keep aside."
5674,3888,1,"Just before serving, add ¼ cup of the chopped strawberries, ½ cup of beaten whipped cream and ¼ cup of the strawberry jelly cubes in each glass."
5675,3888,2,Serve immediately.
5676,3889,1,"Heat the ghee in a broad non-stick pan,  add the onions  and sauté on a medium flame for 1 minute."
5677,3889,2,Add the tomatoes and green chillies and sauté  on a medium flame for 1 minute.
5678,3889,3,"Add all the remaining ingredients, mix well and cook on a medium flame for 2 minutes, while mashing it gently. Keep aside."
5679,3895,1,Combine all the ingredients along with 2 to 3 tbsp of water and blend in a mixer till smooth. Keep aside.
5680,3896,1,"Blend the tomatoes, chilli powder and garlic in a mixer to a smooth pureé. Keep aside."
5681,3896,2,"Heat the oil in a pan, add the spring onion whites and sauté till they turn translucent."
5682,3896,3,"Add the prepared purée, cumin seeds powder, tomato ketchup and salt and cook till the mixture leaves oil. "
5683,3896,4,Add the mixed vegetables and simmer for 2 to 3 minutes.
5684,3896,5,Add the spring onion greens and mix well. Keep aside.
5685,3897,1,"Heat the oil in a pan, add the garlic and green chilli and sauté for a few seconds."
5686,3897,2,"Add the spinach, kidney beans and salt and sauté for 3 to 4 minutes."
5687,3897,3,Add the rice and cumin seed powder and toss well. Keep aside.  
5688,3898,1,Place two toasted bread slices on a clean dry surface.
5689,3898,2,Put 1 tbsp of the spicy garlic hummus on each toasted bread slice and spread it evenly.
5690,3898,3,Sprinkle 1 tsp of jalapenos and 1 tsp of black olives on one toast.
5691,3898,4,"Put 4 tomato slices, 6 cucumber slices and sprinkle a little salt and pepper powder evenly over it."
5692,3898,5,Cover it with other slice with the spicy garlic hummus side facing downwards and press lightly.
5693,3898,6,Repeat steps 2 to 5 to make 4 more sandwiches.
5694,3898,7,Cut each sandwich diagonally into 2 halves.
5695,3898,8,Serve immediately.
5705,3915,1,Combine the sugar with ½ cup of water in a non-stick pan and cook till the sugar dissolves.
5706,3915,2,"Add the cornflour mixture, mix well and cook till the mixture thickens, while stirring continuously."
5707,3915,3,Add the butter and mix well.
5708,3915,4,Remove form the flame and allow to cool.
5709,3915,5,"Add the lemon juice, lemon rind, lemon essence and lemon yellow colour and mix well. Keep aside till it cools completely."
5710,3916,1,"Blend the cream cheese in a blender till it is smooth and free of lumps, adding some warm milk or whey if required."
5711,3916,2,Combine with the remaining ingredients in a bowl and whisk till it is a smooth mixture.
5712,3920,1,Combine the lemon grass and chilles in a pan with 6 cups of water and bring to a boil. 
5713,3920,2,"Simmer till the water reduces to approximately 4 cups. Strain and keep the stock aside, discarding the lemon grass and chillies. "
5714,3928,1,"Combine the vanilla ice-cream, beaten whipped cream, lemon essence and lemon rind in a deep bowl and fold gently."
5715,3928,2,Fill the mixture into a piping bag fitted with a star nozzle.
5716,3928,3,Pour 2 tbsp of the lemon sauce into a stemmed glass and pipe out ¼ of the ice-cream-whipped cream mixture over it.
5717,3928,4,Repeat step 3 to make 3 more glasses and refrigerate for 1 hour.
5718,3928,5,Serve chilled garnished with mint sprigs.
5719,3935,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
5720,3937,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
5721,3944,1,"Combine the lemon yellow colour, lemon rind, lemon juice, lemon essence, sugar and the prepared paste in a bowl and mix gently."
5722,3944,2,Add the whipped cream and fold gently.
5723,3944,3,Pour equal quantities of the mixture into 4 individual bowls / glasses and refrigerate for 2 to 3 hours or till the mousse sets.
5724,3944,4,"Garnish it with lemon drops, mint sprigs and lemon wedges."
5725,3944,5,Serve chilled.
5726,3949,1,Lightly toast the cornflakes and crush. Add the almonds and raisins and keep aside.
5727,3949,2,Melt the chocolate in a pan over a slow flame till it resembles a sauce.
5728,3949,3,Add this to the toasted cornflakes mixture and mix well.
5729,3949,4,"Pour this into a 150 mm. (6"") diameter loose bottomed pie-dish."
5730,3949,5,Level the crust using the back of a katori.
5731,3949,6,Refrigerate till it sets.
5732,3952,1,"Sprinkle a little water at step 4, if the rice becomes dry."
5733,3959,1,This recipe doesn’t turn out good in a juicer because the texture of ingredients like apple is very hard.
5734,3962,1,This combination does not turn out well in a juicer because the texture of the ingredients are hard.
5735,3967,1,Cut the onions and tomatoes into big pieces. 
5736,3967,2,Add the moong dal and 4½ cups of water and cook in a pressure cooker. 
5737,3967,3,"When cool, blend in a liquidiser and keep aside. "
5738,3968,1,Cut the onions and tomatoes into big pieces. 
5739,3968,2,Add the moong dal and 4 cups of water and cook in a pressure cooker. 
5740,3968,3,"When cooked, cool completely. Blend in a liquidiser and keep aside. "
5741,3980,1,Put the lettuce leaves and carrots in separate bowls of cold water for about 30 minutes. Drain thereafter. 
5742,3980,2,"Tear the lettuce leaves into small pieces, approximately square in size. Make smaller pieces if serving as an accompaniment."
5743,3980,3,"Arrange the lettuce pieces in one corner of a large tray, fruits in another and carrots in the third leaving sufficient margin in the centre. "
5744,3980,4,Put the dressing in a bowl and sprinkle nuts on top. Place the bowl in the centre of the tray.
5745,3980,5,"Let the guests help themselves by putting some fruit on lettuce leaves, a little dressing on top and finally sprinkling carrots on it."
5746,3982,1,Divide the vegetable stuffing into 14 equal portions. Keep aside.
5747,3982,2,"Place a lettuce leaf on a clean, dry surface, put a little plum sauce in the centre and spread it evenly."
5748,3982,3,Place a portion of the vegetable stuffing on it and spread it evenly.
5749,3982,4,Finally spread ¼ tsp of red garlic sauce and sprinkle ½ tbsp of spring onion greens evenly over it.
5750,3982,5,Roll it up tightly and seal it with a toothpick.
5751,3982,6,Repeat steps 2 to 5 to make 13 more wraps.
5752,3982,7,Serve immediately.
5753,3983,1,"Wash the lettuce leaves, dry them on a towel and keep aside."
5754,3983,2,"Place a lettuce leaf on a clean, flat surface and place a portion of the stuffing along one side of the leaf."
5755,3983,3,"Add ½ tsp of peanuts and ½ tsp of basil over the stuffing, roll it up gently and secure the roll by inserting a toothpick or tie using a spring onion green."
5756,3983,4,Repeat with the remaining ingredients to make 5 more wraps.
5757,3983,5,Serve immediately.
5758,3984,1,"Wash the lettuce leaves, dry them on a towel and keep aside."
5759,3984,2,"Place a lettuce leaf on a clean, flat surface and place a portion of the stuffing along one side of the leaf."
5760,3984,3,"Add ½ tsp of peanuts and ½ tsp of basil over the stuffing, roll it up gently and secure the roll by inserting a toothpick or tie using a spring onion green."
5761,3984,4,Repeat with the remaining ingredients to make 5 more wraps.
5762,3984,5,Serve immediately.
5763,3985,1,Combine all the ingredients for the salad in a bowl and refrigerate.
5764,3985,2,"Just before serving, add the dressing and toss well."
5765,3985,3,Serve immediately.
5766,3987,1,Combine all the ingredients along with the dressing and the caramelized walnuts in a deep bowl and toss well.
5767,3987,2,Serve immediately.
5768,3991,1,Combine all the ingredients in a deep bowl and knead into a soft dough using enough water. Keep aside.
5769,3993,1,Take 3 kachoris and lightly crush each kachori between your palms and place it on a serving plate.
5770,3993,2,"Top it with ¼ cup of curds, 1 tbsp of sweet chutney, ½ tbsp of green chutney, sprinkle a little chaat masala and finally top it with 1 tsp of sev and 1 tsp of coriander evenly over it."
5771,3993,3,Repeat steps 1 and 2 to make 3 more plates.
5772,3993,4,Serve immediately.
5773,3994,1,Combine the fresh toovar and green peas in a mixer and blend  till coarse. Keep aside.
5774,3994,2,"Heat the oil in a broad non-stick pan, add the asafoetida, turmeric powder, ginger and green chilli paste and sauté on a medium flame for 30 seconds."
5775,3994,3,"Add the coarsely blended toovar  and green pea mixture, mix well and cook on a medium flame for 5 to 7 minutes, while stirring occasionally."
5776,3994,4,"Add the coriander, lemon juice, sugar and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally. Keep aside to cool slightly."
5777,4003,1,"Place 4 vadas in a serving plate, put little curd mixture 1 tbsp of khajur imli ki chutney, 2 tsp green chutney , little chilli powder, cumin seeds powder and finally 1 tbsp of coriander evenly over the curd mixture."
5778,4003,2,Repeat step 1 to make 2 more servings.
5779,4003,3,Serve immediately.
5780,4006,1,"
	
		
	
	
		
			If you enjoyed this low calorie tamatar soup, also check out some similar healthy veg soup recipes like :
		

Moong soup with paneer

Low Calorie spinach soup

Nourishing barley soup

"
5781,4007,1,Combine all the ingredients in a broad non-stick pan and lightly roast them on a slow flame for 2 minutes. Keep aside to cool slightly.
5782,4007,2,Transfer the mixture into a bowl and keep aside to cool slightly.
5783,4008,1,Heat the oil and sauté the onions and for ½ minute.
5784,4008,2,Add the remaining ingredients and cook for 1 more minute. Keep aside.
5785,4009,1,"Clean, wash and soak the whole urad in a deep bowl."
5786,4009,2,"Clean, wash and soak the rajma in a deep bowl."
5787,4009,3,Cover and keep the whole urad bowl aside for overnight. It is important to soak them overnight so that they take lesser time to cook the next day.
5788,4009,4,Cover and keep the kidney beans bowl aside for overnight. 
5789,4009,5,"After soaking the whole urad dal overnight, it looks like this."
5790,4009,6,"After soaking the rajma overnight, it looks like this."
5791,4009,7,"Drain the water, rinse them and transfer the whole urad dal and rajma into a pressure cooker."
5792,4009,8,Add 2 cups of water and salt.
5793,4009,9,"Pressure cook for 6 to 7 whistles or till the dals are overcooked. Both the urad dal and rajma should melt in the mouth and should not have a bite on eating, so ensure they are very well cooked. Cool the pressure cooker completely and open the lid. Here is how they look."
5794,4009,10,"Whisk till the dal is almost mashed. If you want, you can use a potato masher to mash the dal."
5795,4009,11,"Add the milk, mix well and keep aside. We have used low-calorie milk for this healthy dal makhani recipe."
5796,4014,1,"Heat the oil in a broad non-stick pan, add the carom seeds and allow them to crackle."
5797,4014,2,"When the seeds crackle, add the asafoetida and garlic paste and sauté on a medium flame for 30 seconds."
5798,4014,3,"Add the fresh tomato pulp, mix well and cook on a slow flame for 3 minutes, while stirring occasionally. ."
5799,4014,4,"Add the chilli powder, sugar and salt, mix well and cook on a medium flame for 1 more minute."
5800,4014,5,Keep aside.
5801,4018,1,"Take a deep bowl and add the homemade low-fat curd to it. We have made use of low-fat curd made with low-fat milk. To learn how to make nutritious low-fat dahi at home, refer our recipe on how to make low-fat curds."
5802,4018,2,"With the help of a whisk, beat the curd till smooth. Beating adds volume to the curd by adding air to it."
5803,4018,3,Add salt to it.
5804,4018,4,Now add 2½ cups of cold water and whisk well till it’s frothy and smooth. In case you don’t have cold water then add some ice-cubes to make chilled low-fat buttermilk. Adjust the consistency by adding more or less water. Instead of a wired whisk you can also make use of traditional Indian wooden whisk i.e mathani or hand blender to make the low-fat chaas.
5805,4018,5,"Your chaas is ready to serve. Keep it in the refrigerator till serving. If you do not want the low fat version, you can try making regular Chaas."
5806,4018,6,"If you like, you can add some roasted cumin seeds powder to enhance the taste of buttermilk."
5807,4018,7,"By blending chaas with mint leaves, cumin seeds powder, green chilli paste and sanchal you can make a refreshing Mint Chaas. You can even try making this masala chaas recipe to give a change to your routine drink."
5808,4019,1,Put the milk to boil in a non-stick pan and add cornflour and sugar.
5809,4019,2,Heat on a low flame while stirring continuously till the mixture coats the back of a wooden spoon.
5810,4019,3,Add the cocoa powder and whisk thoroughly.
5811,4019,4,Strain the mixture and add cream cheese.
5812,4019,5,Whisk well and keep aside.
5813,4020,1,The whey remaining after using at step 5 can be used to knead the paratha dough.
5814,4021,1,The whey remaining after using at step 5 can be used to knead the paratha dough.
5815,4022,1,2 cups of low fat curds when hung in a muslin cloth for 1 hour yields approx. 1 cup of hung low fat curds.
5816,4023,1,2 cups of low fat curds when hung in a muslin cloth for 1 hour yields approx. 1 cup of hung low fat curds.
5817,4028,1,"To store paneer, place it in enough water in an air-tight container and keep refrigerated."
5818,4029,1,"To store paneer, place it in enough water in an air-tight container and keep refrigerated."
5819,4030,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
5820,4036,1,"Heat the butter in a broad non-stick pan, add the onions and sauté on a medium flame for 1 minute."
5821,4036,2,Add the green chillies and sauté on a medium flame for 30 seconds.
5822,4036,3,"Add the mixed vegetables, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
5823,4036,4,"Add the low calorie white sauce, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
5824,4036,5,"Add the salt and pepper, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
5825,4036,6,Transfer into a greased baking dish and sprinkle the cheese on top.
5826,4036,7,Bake in a pre-heated oven at 200°c (400°f) for 10 minutes or till the cheese melts.
5827,4036,8,Serve hot.
5828,4042,1,Divide the stuffing into 5 equal portions. Keep aside.
5829,4042,2,"Roll out one portion of the dough into a circle of 75 mm. (3"") diameter using whole wheat flour for rolling."
5830,4042,3,Place one portion of the stuffing in the centre of the circle. Bring together all the sides in the centre and seal tightly.
5831,4042,4,"Roll out again into a circle of 125 mm. (5"") in diameter, using whole wheat flour for rolling."
5832,4042,5,"Cook on a hot tava (griddle), using a 1/4 tsp of oil, till both sides are golden brown in colour."
5833,4042,6,Repeat with the remaining dough and stuffing to make 4 more parathas.
5834,4042,7,Serve hot.
5835,4045,1,"Heat the oil in a deep non-stick pan, add the potatoes , ginger-garlic paste , turmeric powder,chilli powder, garam masala, cumin seeds powder, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
5836,4045,2,"Switch off the flame, add the paneer, mint, coriander, mustard oil and salt and mix very well. Keep aside."
5837,4050,1,Make the rasgulla squares as mentioned in the recipe. Remove the chilled rasgulla squares from the syrup and squeeze out the excess syrup. 
5838,4050,2,Place a rasgulla square on a plate and spread a spoonful of the filling on it. Sandwich with another rasgulla square. 
5839,4050,3,Repeat for the remaining rasgulla squares and filling to make 6 more rasgulla sandwiches. 
5840,4050,4,Place a lychee half on top of each lychee sandwich.
5841,4050,5,Mix the rabdi cream with the yellow food colour and fill it into a piping bag fitted with a star nozzle. 
5842,4050,6,Garnish the sides of the lychee sandwich by piping a border with the rabdi cream. 
5843,4050,7,Serve chilled. 
5844,4057,1,First heat the butter in a broad non-stick pan.
5845,4057,2,Add onion rings.
5846,4057,3,Then add the capsicum rings. Sauté them on a medium flame for 2 minutes.
5847,4057,4,Remove half of the onion and capsicum rings in a plate for the topping. Keep aside.
5848,4057,5,Now add the chopped garlic. Instead of chopping you can crush and add the garlic. Mix well and sauté.
5849,4057,6,Add the blanched and chopped tomatoes.
5850,4057,7,Add chilli powder. Mix well and sauté.
5851,4057,8,Add sugar. Mix well and sauté.
5852,4057,9,Add the baked beans.
5853,4057,10,Then add the cooked macaroni.
5854,4057,11,Add oregano. It imparts a warm peppery flavour and hence enhances the taste.
5855,4057,12,Add tomato ketchup for colour and taste.
5856,4057,13,"Add salt to taste. Mix gently and cook on a medium flame for another 2 to 3 minutes, while stirring occasionally."
5857,4057,14,Transfer the mixture to a baking dish and spread it evenly with the back of a spoon.
5858,4057,15,Arrange the prepared onion and capsicum rings on top.
5859,4057,16,"Sprinkle the cheese evenly over it. We have used processed cheese here, you can use whichever is available."
5860,4057,17,Bake in a pre-heated oven at 200°C (400°F) for 10 to 15 minutes or till the cheese melts.
5861,4057,18,Serve immediately.
5862,4057,19,Enjoy Macaroni hot pot with Garlic bread and a bowl of hot soup.
5863,4060,1,"Heat the olive oil in a broad non-stick pan, add the garlic and sauté on a medium flame for 30 seconds."
5864,4060,2,Add the macaroni and sauté on a medium flame for another 2 minutes.
5865,4060,3,"Add the cheesy carrot sauce, chilli flakes and dried mixed herbs, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
5866,4070,1,"Drain the moong dal, add 2 to 3 tbsp of water in a bowl. Place the bowl in a pressure cooker and pressure cook for 1 whistle."
5867,4070,2,Allow the steam to escape before opening the lid. Drain again and keep aside.
5868,4070,3,"Heat the oil in a broad non-stick pan, add the cumin seeds, carom seeds, fennel seeds, sesame seeds, asafoetida and sauté on a medium flame for a few seconds."
5869,4070,4,"When the seeds crackle, add the moong dal, turmeric powder, chilli powder, ginger-green chilli paste, fennel powder, sugar and salt and mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously."
5870,4070,5,Remove from the flame and cool slightly.
5871,4070,6,Divide the stuffing 10 to 12 equal portions and keep aside.
5872,4073,1,Add the fruit salt just before you put the dhoklas to steam.
5873,4074,1,These can be stored in an air-tight container at room temperature for 15 days.
5874,4075,1,"Heat the oil in a small non-stick pan, add the garlic and onions and sauté  on a medium flame for 1 minute."
5875,4075,2,"Add the baked beans, tomato ketchup and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
5876,4076,1,"In a small bowl, take maggi tastemaker."
5877,4076,2,"Add tomato ketchup to it. Mix well and keep aside. Instead of ketchup you can even use khajur imli ki chutney. If you are a spicy food lover, then add schezwan sauce, red chilli sauce or sriracha."
5878,4076,3,"Lightly crush the maggi noodles into small pieces. To make this task simpler, put maggi in a ziplock bag and crush using a rolling pin."
5879,4076,4,Dry roast the coarsely crushed maggi noodles in a broad non-stick pan on a medium flame for 10 minutes. You will see it has turned golden brown in colour. Cool completely.
5880,4076,5,Transfer into a deep bowl.
5881,4076,6,"Now add puffed rice to it. After all, bhel is incomplete without kurmura."
5882,4076,7,Add roasted peanuts. You can also add masala peanuts. They give a nice bite to the bhel. Masala chana dal is another popular ingredient that goes into bhel puri.
5883,4076,8,"Add finely chopped onions. Boiled cubed potatoes, chopped raw mango can also be added."
5884,4076,9,Add finely chopped tomatoes.
5885,4076,10,Add finely chopped coriander. You can also toss in some sprouts.
5886,4076,11,Add sev. We have used nylon sev.
5887,4076,12,Add finely chopped green chillies.
5888,4076,13,Then add chilli powder. You can add chopped green chilli if you want it more spicy.
5889,4076,14,"Finally, add the lemon juice and chaat masala to give a refreshing, tangy flavour."
5890,4076,15,Add the prepared paste and toss well.
5891,4076,16,Garnish with sev. You can even use bhujia sev or teekha sev to make it more exciting. Sprinkle little coriander. Serve immediately or else it will turn soggy.
5892,4076,17,"If you enjoyed Maggi bhel recipe, then also try unique and exciting Cheeslings sukha bhel, oriental bhel and Mexican bhel."
5893,4076,18,"Health conscious people can toss healthy evening snacks like Nutritious Bhel, Oats bhel or Sprout and Fruit Bhel & enjoy them guilt-free."
5894,4079,1,"Heat the oil in a deep non-stick pan, deep fry a few moong dal vadi at a time on a slow flame till they turn golden brown and crisp. Drain on an absorbent paper and keep aside."
5895,4079,2,"In the same oil, deep fry a few papdi at a time, on a medium flame till they turn light brown in colour. Drain on an absorbent paper and keep aside."
5896,4079,3,"Heat the oil in a broad non-stick pan, add the chopped onions, mix well and cook on a medium flame for 3 minutes, while stirring continuously."
5897,4079,4,"Add the tomatoes and ginger-garlic paste, mix well and cook on a medium flame  for 5 minutes. While stirring occasionally."
5898,4079,5,"Add the prepared masala and kokum, mix well and cook on a slow flame for 5 minutes. While stirring occasionally."
5899,4079,6,"Add ½ cup of water, mix well and cook on a medium flame for 10 minutes, while stirring occasionally or till the masala starts leaving oil."
5900,4079,7,"Add the fried papdi and moong dal vadi, mix well and cook on a slow flame for 10 minutes, while stirring occasionally."
5901,4079,8,"Serve hot, garnished it with coriander leaves."
5902,4083,1,You can use a whisk to stir while adding the milk into the vegetables to avoid lumps.
5903,4086,1,"Quick release method: also called the cold-water release method, it is used to release pressure quickly. To use this method, remove the pressure cooker from the burner, place in the sink and run cold water gently over the lid until the steam dissipates."
5904,4086,2,"When putting the pressure cooker in the sink, tilt the handle up so the water flows away from you. Quick release works best for foods where you need to control the timing and degree of cooking."
5905,4092,1,"Combine the onion rings with the chaat masala in a bowl, mix well and keep aside."
5906,4092,2,Place a roti on a clean dry surface and spread 1 tbsp of the garlic-tomato chutney evenly over it.
5907,4092,3,Arrange ¼th of the jalfrazie filling in a row in the centre of the roti.
5908,4092,4,Arrange ¼th of onion rings over it and roll it up tightly.
5909,4092,5,Repeat with the remaining ingredients to make 3 more rolls.
5910,4092,6,Wrap a tissue paper around each roll and serve immediately.
5911,4095,1,"Combine the oil, ginger-garlic paste, cinnamon, cardamom and cloves in a microwave-safe bowl, cover it with a lid and microwave on high for 30 seconds."
5912,4095,2,"Add the hariyali paste, mix well and microwave on high for 1 minute."
5913,4095,3,"Add the coconut milk and salt, mix well and microwave on high for 2 minutes, while stirring once after 1 minute."
5914,4100,1,"Add the fruit salt to the batter just before you are ready to cook them in the microwave. Otherwise, the dhoklas will not rise."
5915,4114,1,"Mix the flour, cornflour, milk, salt and 1/2 cup of water.  Mix the batter very well until no lumps remain."
5916,4114,2,"Grease a 150 mm. (6"") diameter non-stick pan with a little melted butter."
5917,4114,3,Pour 3 tablespoons of the batter and tilt the pan around quickly so that the batter coats the pan evenly.
5918,4114,4,"When the sides starts to peel off, turn the crepe around and cook the other side for 30 seconds."
5919,4114,5,"Repeat for the remaining batter, greasing the pan with melted butter when required."
5920,4115,1,"Combine the paneer cubes, onion cubes, capsicum cubes and the marinade in a bowl and toss gently. Keep aside to marinate for 10 minutes."
5921,4115,2,"On a satay stick, arrange 4 pieces each of paneer, capsicum and onion cubes alternatively. Repeat with the remaining ingredients to make 3 more satays."
5922,4115,3,Heat a non-stick tava (griddle) and cook the satays on a medium flame using oil till the paneer is light brown in colour from all sides. Keep aside.
5923,4116,1,"Heat the butter in a deep non-stick pan add the bayleaf, cinnamon, cloves and cardamom and sauté on a medium flame for few seconds."
5924,4116,2,"Add the ginger-garlic paste, mix well and sauté on a medium flame for a few seconds."
5925,4116,3,"Add the prepared makhani paste, curds, tomato ketchup, salt and ¼ cup of water, mix well and cook on a medium flame 5 minutes, while stirring occasionally."
5926,4116,4,"Add the paneer, garam masala, dried fenugreek leaves, sugar and fresh cream, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
5927,4116,5,Serve hot.
5928,4120,1,Combine the paneer and curd marinade in a bowl and toss gently. Keep aside to marinade for ½ hour.
5929,4120,2,Heat the oil in a non-stick tava (griddle) and cook each paneer piece till it turns golden brown in colour from all the sides.
5930,4120,3,Insert toothpicks in each paneer tikkas and serve immediately garnished with mint springs.
5931,4122,1,"Combine the onion slices, cabbage, carrots and chaat masala in a bowl, mix well and keep aside."
5932,4122,2,Roll each paneer tikka satay in the mint leaves till they are evenly coated from all sides.
5933,4122,3,"Place a spinach roti on a clean dry surface and slide the paneer tikkas from 1 satay stick in a single row in the centre of the roti, gently using a knife."
5934,4122,4,"Arrange ¼th of the onion, cabbage and carrot mixture over the paneer tikkas."
5935,4122,5,Finally spread ¼th of the marinade and 1½ tbsp of pahadi marinade over it and roll it up tightly.
5936,4122,6,Repeat with the remaining ingredients to make 3 more wraps.
5937,4122,7,Wrap a tissue paper around each wrap and serve immediately.
5938,4123,1,"Dry roast the coconut, curry leaves and rice and on a tava (griddle) on a slow flame, stirring continuously, until the mixture is light pink. "
5939,4123,2,"Add the green chillies, cinnamon, cloves, peppercorns and red chillies. Remove from flame, cool and blend to a smooth paste in a blender using very little water. Keep aside. "
5940,4124,1,"Heat the ghee in a non-stick kadhai, add the curry leaves and onions and sauté on a medium flame for 1 to 2 minutes."
5941,4124,2,Add the prepared paste and sauté on a medium flame for another 2 minutes.
5942,4124,3,"Add the tomatoes and 2 tbsp of water, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
5943,4124,4,"Add the turmeric powder, mixed vegetables, coconut milk and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
5944,4124,5,Add the lemon juice and cook on a medium flame for 1 minute.
5945,4124,6,Serve hot.
5946,4125,1,"Natural release method: to use this method, remove the pressure cooker from the hot burner and let the pressure drop by cooling down naturally. It works best for grains and for beans that you might use for salads, as quick-releasing the pressure can cause the beans to split apart."
5947,4125,2,Automatic release method:  turn the pressure selector dial on the lid to the release position and the steam will release.
5948,4126,1,"Heat the oil in a deep non-stick kadhai, add the onions and sauté on a medium flame for 2 minutes."
5949,4126,2,"Add the tomatoes, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
5950,4126,3,Add all the vegetables and sauté on a medium flame for 2 minutes.
5951,4126,4,"Add 1 cup of water and salt, mix well and cover with a lid and cook on a medium flame for 10 minutes, while stirring occasionally."
5952,4126,5,"Add the prepared paste and ¼ cup of water, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
5953,4126,6,Serve hot.
5954,4129,1,Combine the onions and cashewnuts in a mixer and blend till smooth. Keep aside.
5955,4129,2,"Heat the butter in a deep non-stick pan, add the onion-cashewnut paste, garlic paste, ginger paste and green chilli paste and cook on a medium flame for 2 minutes, while stirring occasionally."
5956,4129,3,"Add the tomato pulp, sugar, garam masala, chilli powder, salt and ½ cup of water, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
5957,4129,4,Switch off the flame and add the fresh cream and mix well.
5958,4130,1,"Heat the soya oil in a kadhai, add the prepared paste and sauté on a medium flame for 5 to 7 minutes."
5959,4130,2,Add the chilli powder and sauté for 1 minute.
5960,4130,3,"Add the tomato purée, cream and salt and ¼ cup of water and simmer the gravy for at least 10 to 15 minutes. Keep aside."
