recipe_id,step,description
4652,2,"Blend in a mixer till smooth, add the curds and mix well. Cover and keep aside to ferment overnight."
4652,3,"Add the doodhi, oil, lemon juice, baking soda, sugar, chilli powder, turmeric powder, ginger-green chilli paste and salt and mix well. Keep aside."
4652,4,Heat the oil in a non-stick kadhai and add the mustard seeds.
4652,5,"When the seeds crackle, add the sesame seeds, carom seeds and asafoetida and sauté on a medium flame for a few seconds, while stirring continuously."
4652,6,Pour half the batter evenly to make a thick layer.
4652,7,Cover and cook on a slow flame for 7 to 8 minutes or till the base turns golden brown in colour and crisp.
4652,8,Lift the handvo gently using 2 large flat spoons and turn it over to the other side.
4652,9,Cover and cook on a slow flame for another 5 to 7 minutes or till it turns golden brown in colour.
4652,10,Cool slightly and cut into square pieces.
4652,11,Repeat to make 1 more handvo. Serve immediately.
4653,1,"Combine all the dals with 1½ cups of hot water in a microwave safe bowl, cover it with a lid and soak for 30 minutes."
4653,2,Add the salt and turmeric powder and mix well. Cover it with a microwave safe lid and microwave on high for 15 minutes. Keep aside.
4653,3,Put the butter in another microwave safe bowl and microwave on high for 30 seconds.
4653,4,Add the cumin seeds and microwave on high for 30 seconds.
4653,5,"Add the tomatoes, onions, green chillies, ginger, chilli powder, coriander, cooked dals and little salt, mix well and microwave on high for 4 minutes, while stirring once after 2 minutes."
4653,6,Serve immediately.
4654,1,"Combine the dals, kabuli chana, turmeric powder, salt and 2 cups of water in a pressure cooker, mix well and pressure cook for 3 whistles."
4654,2,Allow the steam to escape before opening the lid. Keep aside.
4654,3,"Heat the oil in a deep non-stick pan, add the prepared paste and sauté on a medium flame for 1 minute."
4654,4,"Add the tomatoes and 2 tbsp of water, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4654,5,"Add the cabbage, spinach, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4654,6,"Add the cooked dal mixture, little salt and sugar, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4654,7,Add the lemon juice and mix well.
4654,8,Serve hot with parathas or rotis.
4655,1,Combine all the ingredients in a deep bowl and toss well.
4655,2,Serve immediately.
4656,1,"Combine the bananas, apples, grapes, pineapple, lemon juice, walnuts, coconut, rice and salt in a deep bowl and mix well."
4656,2,Add the prepared dressing and toss well.
4656,3,Serve immediately.
4657,1,Combine all the ingredients and the ginger dressing in a deep bowl mix well.
4657,2,Serve immediately.
4658,1,Combine the paneer and sugar in a plate and knead very well.
4658,2,Add the kewda essence and mix well.
4658,3,"Divide the mixture into 2 equal portions and cook slightly 1 portion in a broad non-stick pan on a high flame for 2 to 3 minutes, while stirring continuously."
4658,4,Combine the sautéed paneer with the remaining dough and knead again.
4658,5,Flatten this mixture on a plate and using a cookie cutter cut them onto 50 mm. (2”) diameter circles.
4658,6,Place them on a serving plate and decorate them with mixed fruits and serve immediately.
4659,1,"Combine the jaggery, salt, pineapple cubes and 1 cup of water and cook till the pineapple pieces are soft."
4659,2,Drain and keep the pineapple pieces and liquid separately. Leave aside for some time to cool.
4659,3,"Grind together the grated coconut, dry red chilli and rai to a coarse paste using the liquid kept aside at step 2."
4659,4,"Gently mix together the cooked pineapple, mango, green grapes, orange and the coconut paste and refrigerate."
4660,1,Combine the milk and saffron in a small bowl and mix well till the saffron dissolves. Keep aside.
4660,2,"Combine the curds, saffron-milk mixture, sugar substitute and cardamom powder in a bowl and mix well using a whisk."
4660,3,Refrigerate for at least an hour.
4660,4,"Just before serving, place ¼th of the mixed fruits into a serving glass or bowl and top with ¼th of the chilled shrikhand."
4660,5,Repeat step 4 to make 3 more servings.
4660,6,Serve immediately.
4661,1,Combine all the ingredients in a deep bowl and mix well.
4661,2,Pour in 3 individual glasses and serve immediately.
4662,1,Divide the mixed fruits and the mango sauce into 6 equal portions. Keep aside.
4662,2,"Just before serving, place a portion of the fresh fruits on a serving plate and top it with a portion of the mango sauce evenly over it."
4662,3,Serve immediately.
4663,1,"Combine the corn flour and 1 tsp of water in a small bowl, mix well and keep aside."
4663,2,"Combine the orange juice, sugar and lemon juice in a broad non-stick pan, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4663,3,"Add the mixed fruits and corn flour-water mixture, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Keep aside."
4663,4,Pour the rum into a large spoon and warm it on a direct flame for a few seconds. Set alight and pour it over the mix fruit-orange sauce.
4663,5,"Just before serving, put 2 scoops of vanilla ice cream on a serving plate and pour the prepared mix fruit-orange sauce evenly over it."
4663,6,Serve immediately.
4664,1,"Heat the ghee in a non-stick pan, add the pumpkin, carrots and beetroot, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally."
4664,2,"Add the milk, sugar and khoya, mix well and cook on a medium flame for  22 minutes, while stirring occasionally."
4664,3,Add the cardamom powder and mix well.
4664,4,Serve hot garnished with almonds.
4665,1,Wash all the pulses (kathols) and soak them in enough water overnight.
4665,2,"Drain, add 2 cups of water and pressure cook for 3 whistles or till all the pulses are cooked. Keep aside."
4665,3,Allow the steam to escape before opening the lid.
4665,4,"Heat the oil in a non-stick kadhai and add the mustard seeds, cumin seeds and asafoetida."
4665,5,"When the seeds crackle, add the red chillies and ginger-green chilli paste. Sauté on a medium flame for a few seconds."
4665,6,"Add the cooked pulses along with the water, tamarind pulp, jaggery, chilli powder, turmeric powder, besan mixture and salt, mix well and simmer on a medium flame for 5 to 7 minutes, while stirring once in between."
4665,7,Serve hot with rotlis and rice.
4666,1,Combine all the ingredients in a mixer and blend till smooth.
4666,2,Pour equal quantities of the drink into 5 individual glasses.
4666,3,Serve immediately
4667,1,"Combine the oats, mixed nuts, cinnamon powder and sea salt in a deep bowl and mix well."
4667,2,"Add the coconut oil, honey and vanilla essence and mix well."
4667,3,Transfer this mixture in an aluminum tray and spread it evenly.
4667,4,Bake in a pre-heated oven at 180°c (360°f) for 20 minutes.
4667,5,Let the granola cool completely and crumble it into fine granules.
4667,6,Add the dried berries and mix well.
4667,7,Store it in air-tight container and use as required.
4668,1,Put the chocolate in a microwave safe bowl and microwave on high for 1 minute.
4668,2,Remove from the microwave and stir continuously. Add the chikki and mix well.
4668,3,Pour into chocolate moulds and keep refrigerated for at least1 hour.
4668,4,Serve or store in an air-tight container.
4669,1,Put the chocolate in a microwave safe bowl and microwave on high for 1 minute and mix well till no lumps remain.
4669,2,"Add the mixed nuts, mix well and pour a spoonful of the mixture equally in each chocolate mould, tap it lightly and refrigerate for 30 minutes or till firm."
4669,3,Unmould the chocolates and serve or store in an air-tight container in a refrigerator. Use as required.
4670,1,"Soak the moong, kala chana and masoor in a deep bowl using enough water for 6 to 8 hours and drain well."
4670,2,"Transfer the moong, kala chana and masoor to  deep non-stick pan, add 1½ cups of water, mix well and cook on a medium flame for 10 minutes or till they are cooked completely. Drain well and keep aside."
4670,3,"Heat the oil in a broad non-stick pan, add the onions and sauté on a medium flame for 2 minutes."
4670,4,"Add the prepared paste, mix well and cook on a slow flame for 2 to 3 minutes, while stirring continuously."
4670,5,"Add the cauliflower, baby onions, tomatoes, lemon juice and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4670,6,Serve hot garnished with coriander.
4671,1,"Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 2 to 3 minutes."
4671,2,"Add the prepared paste, mix well and cook on a medium flame for 3 minutes, while stirring continuously."
4671,3,"Add the tomatoes, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4671,4,"Add the mixed sprouts, cauliflower,2 cups of water, mix well cover it with a lid and cook on a medium flame for 15 to 17 minutes, while stirring occasionally."
4671,5,Serve hot garnished with coriander.
4672,1,Combine all the ingredients in a deep bowl and knead into a soft dough using enough warm water.
4672,2,Divide the dough into 6 equal portions.
4672,3,"Roll out a portion of the dough into a 125 mm. (5"") diameter circle using a little bajra flour for rolling."
4672,4,"Heat a non-stick tava (griddle) and cook the roti, on a medium flame, using ¼ tsp of oil, till golden brown spots appear on both the sides."
4672,5,Repeat steps 3 and 4 to make 5 more rotis.
4672,6,Serve immediately.
4673,1,Combine the cornflour and water in a deep bowl and mix well.
4673,2,"Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
4673,3,"Add the red chilli paste, carrots and cabbage and sauté on a medium flame for 2 to 3 minutes."
4673,4,"Add the mixed sprouts, barley and salt and sauté on a medium flame for another 1 to 2 minutes."
4673,5,"Add the basic vegetable stock, mix well and bring to a boil, while stirring occasionally."
4673,6,"Add the cornflour-water mixture, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4673,7,Serve hot.
4674,1,"Clean, wash and soak the chana dal and masoor dal in enough water in a bowl for 3 hours. Drain well."
4674,2,"Combine the soaked dals, mixed sprouts and 2 cups of water in a deep non-stick pan and cook on a medium flame for 8 to 10 minutes or till they are half-cooked, while stirring occasionally."
4674,3,Strain the dal and sprouts mixture and refresh using cold water.
4674,4,"Allow it to cool slightly and blend in a mixer to a coarse mixture, without using water."
4674,5,"Transfer the mixture into a deep bowl, add the onions, coriander, paneer, green chilli paste, salt and 2 tbsp of water and mix well."
4674,6,Divide the mixture into 12 equal portions and roll each portion into a 50 mm. (2”) diameter flat round tikki.
4674,7,Heat and grease a non-stick tava (griddle) using ½ tsp of oil.
4674,8,"Cook each tikki on a non-stick tava (griddle) using 1/8 tsp of oil, till they are evenly cooked from both the sides."
4674,9,Serve hot with green chutney.
4675,1,Combine all the ingredients in a deep bowl and toss well.
4675,2,"Serve immediately garnished with sev, papdis and coriander."
4676,1,"Combine the mixed sprouts, tomatoes, onions, garlic and 1½ cups of water in a pressure cooker, mix well and pressure cook for 3 whistles."
4676,2,Allow the steam to escape before opening the lid.
4676,3,Cool and blend in a mixer till smooth using 2½ cups of water.
4676,4,"Transfer the mixture into a deep non-stick pan and add the salt and pepper. Mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4676,5,"Switch off the flame, add the mint leaves and lemon juice and mix well."
4676,6,Serve hot.
4677,1,"Heat a deep non-stick pan, add the onions and garlic paste and sauté on a medium flame for 2 minutes."
4677,2,"Add the tomatoes and ¼ cup of water, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4677,3,"Add the spinach, chilli powder, pav bhaji masala, turmeric powder and salt, mix well and cook on a medium flame for 2 minutes ,while stirring occasionally."
4677,4,"Add the mixed sprouts and ¼ cup of water, mix well and cook on a medium flame for 2 minutes ,while stirring occasionally."
4677,5,Serve hot.
4678,1,Heat the ghee in a pressure cooker and add the cumin seeds.
4678,2,"When the seeds crackle, add the asafoetida, onions, garlic and ginger-green chilli paste, mix well and sauté on a medium flame for 1 to 2 minutes."
4678,3,"Add the rice, mix well and sauté on a medium flame for 1 to 2 minute."
4678,4,"Add the mixed sprouts, mix well and saute on a medium flame for 1 to 2 minute"
4678,5,"Add the mixed vegetables, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4678,6,"Add 2 ¼ cups of hot water, turmeric powder, chilli powder, garam masala and salt, mix well and cook on a medium flame for 1 minute, while stirring continuously."
4678,7,Pressure cook for 3 whistles.
4678,8,Allow the steam to escape before opening the lid.
4678,9,Serve immediately with raita or kadhi.
4679,1,It can be taken to work in a lunch box with a dressing in a separate small container.
4679,2,"Just before eating, mix the dressing and toss well. Eat immediately."
4680,1,Combine all the ingredients in a deep bowl and mix well.
4680,2,Serve immediately garnsihed with sev.
4681,1,"Heat the oil in a broad non-stick pan, add the cloves and asafoetida and sauté on a medium flame for a few seconds."
4681,2,"Add the green chillies, ginger, capsicum and spring onions and sauté on a medium flame for 2 to 3 minutes."
4681,3,"Add the tomatoes, coriander, turmeric powder, chilli powder and coriander powder, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4681,4,"Add the mixed sprouts, brown rice and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4681,5,Serve hot garnished with spring onion greens.
4682,1,Combine all the ingredients in a deep bowl and mix well.
4682,2,Serve immediately.
4683,1,Combine all the ingredients in a deep bowl and toss well.
4683,2,Add the dressing and toss well.
4683,3,Serve immediately.
4684,1,"Heat the oil in a kadhai, add the onions, cardamom, clove, cinnamon and garlic paste, mix well and sauté till the onions turn light brown in colour."
4684,2,"Add the prepared masala and sauté for 1 minute over a low flame, while stirring continuously."
4684,3,"Add the green chillies, mixed sprouts and salt, mix well and cook for 1 minute, while stirring continuously."
4684,4,"Add the coconut milk, stir well and simmer for another 2 to 3 minutes."
4684,5,Serve hot garnished with coriander.
4685,1,"Heat 1½ tbsp of oil in a pan, add the onions and garlic and sauté till the onions turn translucent. "
4685,2,Add the coconut and sauté till it turns golden brown.
4685,3,"Add the coriander, green chillies, ginger and salt and blend in a mixer till to a smooth paste."
4685,4,"Heat the remaining ½ tbsp of oil in the same pan, add the mixed sprouts and sauté for 2 to 3 minutes. "
4685,5,"Add the prepared paste, salt and ½ cup of water and simmer for 2 to 3 minutes. "
4685,6,Add the lemon juice and mix well. 
4685,7,Serve hot. 
4686,1,Combine all the ingredients in a deep bowl and mash lightly using the back of a spoon.
4686,2,Divide the mixture into 8 equal portions and keep aside.
4687,1,Combine all the ingredients in a deep blow along with ¾ cup of water and mix well to get a batter of dropping consistency. Keep aside.
4688,1,Combine all the ingredients in a deep bowl and knead into a semi-soft dough using enough water.
4688,2,Divide the dough into 6 equal portions.
4688,3,Roll a portion of the dough into a 150 mm. (6”) diameter circle using a little whole wheat flour for rolling.
4688,4,Lightly fold from one end to the other to make a roll.
4688,5,Roll it over again from one end to the other end to form a swiss roll and seal the open end tightly at the bottom in the centre.
4688,6,Turnover the swiss roll so that the sealed side faces upwards and again gently roll into a 125 mm. (5”) diameter circle using a little whole wheat flour for rolling.
4688,7,"Heat a non-stick tava (griddle) and cook the parota, using ¼ tsp of oil, till golden brown spots appear on both the sides."
4688,8,Repeat steps 3 to 7 to make 5 more parotas.
4688,9,Serve immediately.
4689,1,Place the beaten rice on a sieve and wash lightly. Drain and leave aside for 10 minutes.
4689,2,Heat the oil in a non-stick pan and add the mustard seeds.
4689,3,"When the seeds crackle, add the onions and green chillies and sauté on a medium flame for a few minutes or till the onion turn light brown in colour."
4689,4,Add the mixed sprouts and sauté on a medium flame for 1 to 2 minutes.
4689,5,"Add the turmeric powder, sugar and salt, mix well and cook on a medium flame for 1 minute."
4689,6,"Add ¼ cup of water, mix well and cook on a medium flame for 1 to 2 minutes."
4689,7,"Add the beaten rice and lemon juice and mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously."
4689,8,Serve hot garnished with coriander.
4690,1,"Heat the ghee in a pressure cooker and add the cumin seeds, cloves, cinnamon, bayleaf and cardamom and sauté on a medium flame for 1 minute."
4690,2,Add the rice and sauté on a medium flame for another 1 minute.
4690,3,"Add the turmeric powder, salt and 2 ½ cups of hot water, mix well and pressure cook for 2 whistles."
4690,4,Allow the steam to escape before opening the lid. Keep aside.
4691,1,"Combine the mixed sprouts, coriander, radish, tomatoes, fenugreek leaves and salt in a deep bowl and mix well. Keep aside."
4691,2,"Heat the oil in a small non-stick pan, add the green chilli and asafoetida and sauté on a medium flame for a few seconds."
4691,3,Pour this tempering over the salad and mix well.
4691,4,"Just before serving, discard the green chilli and serve immediately."
4692,1,"Combine the mixed sprouts and 1½ cups of water in a pressure cooker, mix well and pressure cook for 3 whistles."
4692,2,Allow the steam to escape before opening the lid.
4692,3,Cool slightly and blend in a mixer till smooth using 2 cups of water. Keep aside.
4692,4,"Heat the oil in a deep non-stick pan, add the garlic and onions and sauté on a medium flame for 1 minute."
4692,5,"Add the prepared mixture and pepper powder, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4692,6,Serve hot.
4693,1,Mix the besan with ¾ cup of water and keep aside.
4693,2,"Heat the oil in a wok, add the onions and curry leaves and stir-fry till the onions turn translucent."
4693,3,Add the mixed sprouts and salt and stir-fry for a couple of minutes.
4693,4,"Add the besan mixture, mix well and cook for 3 to 4 minutes."
4693,5,"Add the tomatoes, coriander and black salt. Mix well and stir-fry for 3 to 4 minutes."
4693,6,Serve immediately garnished with coriander and nylon sev.
4694,1,"Heat the oil in a deep non-stick pan, add the ginger-garlic paste and spring onion whites and sauté till the onions turn translucent. Sprinkle a little water to avoid the spring onions from burning."
4694,2,"Add the mixed sprouts, potatoes, turmeric powder and chilli powder, mix well and cook on a medium flame for 5 minutes, while stirring continuously."
4694,3,"Add the coriander, lemon juice and salt, mix well and keep aside to cool."
4695,1,Combine the mixed sprouts with 2 cups of water and pressure cook for 2 whistles.
4695,2,Allow the steam to escape before opening the lid. Keep aside.
4695,3,"Heat the ghee in a kadhai, add the onions and sauté on a medium flame for 2 minutes."
4695,4,Add the prepared paste and cook on a medium flame for 1 minute.
4695,5,"Add the tomatoes and 2 tbsp of water and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4695,6,"Add the cooked sprouts along with the liquid,  cauliflower and salt, mix well and cook on a medium flame for 5 minutes, while stirring occasionally."
4695,7,"Add the paneer and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4695,8,Serve hot garnished with coriander.
4696,1,Roast the sesame seeds for a few minutes over a medium flame till they are light golden in colour. Cool and keep aside. Repeat with the almonds.
4696,2,Grease the back of a flat thali or a stone surface with a little ghee and keep aside.
4696,3,Heat the ghee in a pan and add the jaggery to it.
4696,4,Simmer over a slow flame till the jaggery melts and caramelizes and forms a hard ball when you add a drop in cold water. Remove from the flame.
4696,5,Add the roasted sesame seeds and almonds and mix thoroughly with the melted jaggery. You may need to put off the flame during this process.
4696,6,"When the mixture is ready, pour the entire mixture over the greased thali or a smooth stone surface. Roll the chikki out into thin sheets using a greased rolling pin."
4696,7,"When cool, cut into square pieces. Store in an air-tight container."
4697,1,"Heat the butter in a  broad non-stick pan, add the green chillies, garlic, ginger and onions and sauté on a medium flame for 2 minutes."
4697,2,"Add the tomatoes, spring onions, chilli powder, sugar and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4697,3,"Add all the vegetables and ¼ cup of water, mix well and cook on a medium flame for 5 minutes, while stirring occasionally."
4697,4,"Switch off the flame, add the coriander, mix well and serve immediately with potato wafers."
4698,1,"Slit each hot roll horizontally, scoop the centre of each halve a little, using a spoon so that a light depression is formed for the topping."
4698,2,Brush the scooped bread halves with a little melted butter on both the sides and bake in a pre-heated oven at 180°c (360°f) for 5 to 7 minutes or till they turn crisp. Keep aside.
4699,1,"Heat the oil in a kadhai, add the cashewnuts and sauté on a medium flame for 2 to 3 minutes or till the cashewnuts are light brown in colour. Drain well."
4699,2,"In the same oil, add the prepared paste and sauté on a medium flame for 1 to 2 minutes."
4699,3,"Add the mixed vegetables, salt, milk, cream, sugar and fried cashewnuts, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
4699,4,Serve immediately.
4700,1,"Combine the mixed vegetables, salt and 2 tbsp of water in a microwave-safe bowl, mix well and microwave on high for 6 minutes or till the vegetables are done. Keep aside."
4700,2,Combine the oil and cashewnuts in a microwave-safe bowl and microwave on high for 1 minute. Remove the cashewnuts and keep aside.
4700,3,"In the same oil, add the prepared paste and microwave on high for 2 minutes, stirring once in between after 1 minute."
4700,4,"Add the cooked mixed vegetables and cashewnuts, mix well and microwave on high for 1 minute."
4700,5,"Add the milk, cream, sugar and salt, mix well and microwave on high for 3 minutes."
4700,6,Serve immediately.
4701,1,"Heat the butter in a deep non-stick pan, add the onions and sauté on a medium flame for 2 minutes."
4701,2,Add the vegetables and sauté on a medium flame for 2 minutes.
4701,3,"Add the plain flour, brown stock, salt and pepper, mix well and cook on a medium flame for 4 minutes, while stirring occasionally."
4701,4,Serve hot.
4702,1,"Heat the oil in a wok or a deep non-stick pan, add the garlic, ginger and green chillies and sauté on a medium flame for a few seconds."
4702,2,Add all the vegetables and sauté on a medium flame for 2 minutes.
4702,3,"Add 3 cups of hot water, salt and pepper, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4702,4,"Remove from the flame, add the mint leaves, coriander and lemon juice and mix well."
4702,5,Serve immediately.
4703,1,"Heat the oil in a deep non-stick pan, add the onions and garlic and sauté on a medium flame for 1 minute."
4703,2,Add the baharat and potatoes and sauté on a medium flame for 5 minutes.
4703,3,"Add the tomatoes, french beans and zucchini, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4703,4,"Add the  tomato purée, cumin seeds powder, coriander powder and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4703,5,"Add 2 cups of water, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
4703,6,"Add the pita bread, mix gently and cook on a medium flame for 1 minute, while stirring occasionally."
4703,7,Serve immediately with saffron rice.
4704,1,"Combine the tamarind, jaggery and ¼ cup of water in a broad non-stick pan, mix well and cook on a medium flame for 2 to 3 minutes, while stirring continuously."
4704,2,Strain the mixture using a strainer and keep aside.
4704,3,"Combine the toovar and masoor dals along with 3½ cups of water in a pressure cooker, mix well and pressure cook for 4 whistles."
4704,4,"Allow the steam to escape before opening the lid. Allow it to cool slightly, whisk well using a hand blender and keep aside."
4704,5,"Combine the red pumpkin, brinjal, cluster beans, onions and 1 cup of  water in a deep non-stick pan and mix well. Cover with a lid and cook on a medium flame for 10 minutes or till the vegetables turn soft, while stirring occasionally. Keep aside."
4704,6,"Heat the oil in a deep non-stick kadhai, add the mustard seeds, cloves, cinnamon, kashmiri red chilli and chilli powder and sauté on a medium flame for a few seconds."
4704,7,"Add the asafoetida, cooked dals, cooked vegetables, tamarind-jaggery mixture, turmeric powder and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4704,8,Add the lemon juice and mix well.
4704,9,Serve immediately garnished with coriander.
4705,1,"You can take french beans, carrots, green peas and potatoes as mixed vegetables."
4706,1,Add the whole wheat flour in a deep bowl and knead into a soft dough using enough water.
4706,2,Divide the dough into 4 equal portions.
4706,3,Roll out each portion into a 150 mm. (7”) diameter circle using a little whole wheat flour for rolling.
4706,4,"Heat a non-stick tava (griddle) and cook each roti, till golden brown spots appear on both the sides. Keep aside."
4707,1,Combine all the ingredients along with approx. 2 tbsp of water in a deep bowl and mix well. Keep aside.
4708,1,"Heat the oil in a small pan, add the fenugreek seeds, coriander seeds, red chillies, cumin seeds and coconut, mix well and sauté on a slow flame till they turn golden brown in colour (approx. 5 to 7 minutes) while stirring continuously. Keep aside."
4708,2,"When cool, add 3 tbsp of water and blend in a mixer to a smooth paste. Keep aside."
4709,1,Cut each hot dog roll horizontally into 2 halves.
4709,2,"Scoop the centre of each hot dog roll halve, using a spoon so that a light depression is formed for the stuffing. Keep these scooped bread crumbs aside."
4709,3,"Heat the oil in a non-stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
4709,4,"Add the carrots, baby corn and broccoli and sauté on a medium flame for 1 to 2 minutes."
4709,5,"Add the scooped bread crumbs, milk, salt and chilli flakes and cook on a medium flame for 1 to 2 minutes, stirring continuously."
4709,6,Divide the topping into 4 equal portions and keep aside.
4709,7,"Apply ¼ tsp of butter on both sides of each hot dog roll halve and toast them lightly on a tava (griddle), till both sides are golden brown in colour."
4709,8,"Place one toasted hot dog roll half on a clean, dry surface with the scooped side facing upwards. Spread a portion of the topping evenly in the scooped bread. Finally spread 1 tsp of tomato ketchup evenly over it."
4709,9,Repeat step 8 to make 3 more open hot dog rolls.
4709,10,Serve immediately.
4710,1,"Heat the oil in a broad non-stick pan, add the garlic and onions and sauté on a medium flame for 1 minute."
4710,2,"Add the french beans, carrot, tomato ketchup, chilli powder, cheese and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4710,3,Divide the topping in 5 equal portions and keep aside.
4711,1,"Combine all the ingredients in a deep bowl and knead into a semi-soft dough, using enough water. Cover and keep aside for at least 10 to 15 minutes."
4711,2,Divide the dough into 5 equal portions and roll out each portion of the dough into a 175 mm. (7”) diameter circle using a little wheat flour.
4711,3,Cook each roti very lightly on a hot tava (griddle).
4711,4,Cover them with a muslin cloth and keep aside.
4712,1,"Combine the whole wheat flour, plain flour, milk, salt and ghee in a deep bowl and knead into a semi-soft dough using enough water."
4712,2,"Divide the dough into 5 equal portions and roll out each portion of the dough into a 150 mm. (6"") diameter circle using a little whole wheat flour for rolling."
4712,3,Cook each roti very lightly on a hot non-stick tava (griddle) and keep aside.
4713,1,"Heat the oil in a broad non-stick pan, add the ginger-garlic paste and onions and sauté on a medium flame for 1 minute."
4713,2,Add the mixed vegetables and salt and sauté on a medium flame for 2 minutes.
4713,3,"Add the macaroni, pineapple and rice, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
4713,4,"Add the white sauce, chilli sauce, tomato ketchup and pepper powder, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
4713,5,Transfer the mixture into the shortcrust pastry and spread it evenly.
4713,6,Sprinkle the cheese evenly over it and bake in a pre-heated oven at 200°c (400°f) for 10 minutes.
4713,7,Serve immediately.
4714,1,"Put the lettuce, capsicum and baby corn in a vesselful of ice-cold water for half an hour. This will make them crisp."
4714,2,"Drain, wrap in a muslin cloth and refrigerate till ready to use."
4714,3,"Just before serving, combine all the vegetables and the bean sprouts and carrots in a bowl, add the dressing and toss well."
4714,4,Serve immediately.
4715,1,"Heat the oil in a pressure cooker, add the onions and sauté on a medium flame for 1 minute."
4715,2,"Add the tomatoes, cabbage and capsicum and sauté on a medium flame for 2 minutes."
4715,3,"Add 1½ cups of water, mix well and pressure cook for 3 whistles."
4715,4,Allow the steam to escape before opening the lid.
4715,5,Cool and blend in a mixer till smooth.
4715,6,"Transfer the soup into a deep non-stick pan, add the salt and pepper, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
4715,7,Serve hot.
4716,1,"Combine the cauliflower, bottle gourd, carrot and tomatoes with 1 cup of water in a pressure cooker, mix well and pressure cook for 2 whistles."
4716,2,Allow the steam to escape before opening the lid.
4716,3,Cool slightly and blend in a mixer till smooth.
4716,4,Transfer the mixture into a deep non-stick pan and cook on a medium flame for 1 minute.
4716,5,Serve lukewarm.
4717,1,"In a microwave safe bowl, combine together baby corn, snow peas and bean sprouts along with 2 tablespoons of water and microwave on high for 1 minute. Remove and keep aside."
4717,2,"In another microwave safe bowl, add the oil, spring onion whites, garlic and green chillies and microwave on high for 1 minute."
4717,3,"Add the water, cornflour mixture, cooked vegetables, spring onion greens, sugar, salt and pepper, mix well and microwave on high for 2 minutes."
4718,1,"Combine all the ingredients and 2 cups of water in a deep non-stick pan, mix well and cook on a medium flame for 8 to 10 minutes, while stirring occasionally. Keep aside to cool completely."
4718,2,"Once cooled, blend in a mixer till smooth. Keep aside."
4719,1,Heat oil in a deep non-stick pan and add mustard seeds.
4719,2,"When the seeds crackle, add the urad dal, dry red chillies and garlic and sauté on medium flame for 1 minute."
4719,3,"Add the onions, carrot, french beans, green peas and salt and sauté on medium flame for 2 minutes."
4719,4,"Add 2 tbsp of water and mix well. Cover it with a lid and cook on medium flame for 6 minutes, while stirring occasionally."
4719,5,"Add the cumin seeds and chilli powder, mix well and cook on medium flame for 1 minute, while stirring occasionally."
4719,6,Serve hot.
4720,1,"Heat the butter in a broad non-stick pan, add the onions and green chillies and sauté on a medium flame for 1 minute."
4720,2,"Add the tomatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
4720,3,"Add the boiled mixed vegetables, tomato ketchup, coriander, chilli powder and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
4720,4,Put a little mixture on each salted biscuit and sprinkle ½ tsp of cheese evenly over it.
4720,5,Serve immediately.
4721,1,Combine all the ingredients in a deep bowl and mix well.
4721,2,"Heat a non-stick mini uttapa pan, pour small spoonfuls of the batter in each of the 7 uttapa moulds and spread in a circular motion to make a 75 mm. (3"") diameter circle."
4721,3,Cook the uttapas till they turn golden brown in colour from both the sides.
