recipe_id,ingredient_id,quantity,unit
3407,9,1,tbsp
3407,88,2,cups
3407,575,3,tbsp
3407,17, , 
3407,606, , 
3407,95, , 
3407,1966, , 
3408,85,1,cup
3408,88,3,cups
3408,9, 1/2,tsp
3408,17, , 
3408,94, , 
3408,1502, , 
3408,606, , 
3409,85, 1/3,cup
3409,9, 1/4,tsp
3409,88,1,cup
3409,17, , 
3409,26, 1/4,tsp
3409,33595, , 
3409,95, , 
3409,606, , 
3410,26, , 
3410,54,10,tbsp
3410,17, , 
3410,268, , 
3410,15, , 
3410,291,2,tbsp
3410,47,2,tbsp
3411,33605,2,cups
3411,363,2,tsp
3411,26,3 1/2,tbsp
3411,52,2,tsp
3411,58,2,tsp
3411,41,2,tsp
3411,721, 1/2,cup
3411,237, 1/2,cup
3411,258,2,tbsp
3411,22, 1/2,tsp
3411,139,1,tsp
3411,375,1,tsp
3411,17, , 
3411,270,2,tbsp
3411,270,1,tbsp
3412,1414,8, 
3412,40, 1/2,cup
3412,126, 1/2,tsp
3412,573,1,cup
3412,44, 1/2,cup
3412,1234,1,tsp
3412,15, 1/2,tsp
3412,22, , 
3412,17, , 
3412,108, 1/4,cup
3412,26,3,tbsp
3412,47,2,tbsp
3413,1966,4,tbsp
3413,1414,8, 
3413,73,2,tbsp
3414,1414,6, 
3414,26,2,tbsp
3414,51,1,tsp
3414,91,2, 
3414,147, 1/2,cup
3414,44, 1/4,cup
3414,53, 1/4,cup
3414,17, , 
3414,95, , 
3416,678,1, 
3416,22,2,tbsp
3416,33646,2,tbsp
3416,114, 1/2,cup
3416,681,1,cup
3416,204,1,cup
3416,62,1,tbsp
3416,231,1,cup
3416,22, 1/4,cup
3416,161,2,tbsp
3416,231,3, 
3417,22,3,cups
3417,228, , 
3417,211, 1/4,tsp
3417,85,1,cup
3417,246,2,tbsp
3417,425, 1/4,tsp
3417,73, , 
3418,33662,4,cups
3418,246,4,tsp
3418,17, , 
3418,26, , 
3418,26,2,tsp
3418,972, 1/2,tbsp
3418,41,1,tsp
3418,33669, 1/2,cup
3418,33670, 1/2,cup
3418,33671, 1/2,cup
3418,33672, 1/2,cup
3418,238, 1/2,cup
3418,874, 1/4,cup
3418,592,01-Feb, 
3418,270,1,cup
3418,33677, 1/4,cup
3418,17, , 
3418,375,2,tbsp
3418,246,2,tsp
3419,598,1,cup
3419,108, 1/2,cup
3419,246,1,tsp
3419,26,1 1/2,tsp
3419,51, 1/2,tsp
3419,39, 1/2,tsp
3419,41, 1/2,tsp
3419,17, , 
3419,47,1,tbsp
3419,63, , 
3419,651, , 
3420,268,4,tsp
3420,47,2,tbsp
3420,2152,4,tbsp
3420,45,1,tsp
3420,161,1,tsp
3420,17, , 
3420,495,4, 
3420,41, 1/2,tsp
3420,449, , 
3421,40, 1/2,cup
3421,33,1,tbsp
3421,575,1,tbsp
3421,92,10, 
3421,177,2, 
3421,79,2, 
3421,14,3, 
3421,347,1,tbsp
3421,39,1,tsp
3421,58,1,tbsp
3421,52,1,tsp
3421,114, 1/4,cup
3421,26,1 1/2,tbsp
3421,53, 3/4,cup
3421,784, 1/4,cup
3421,482, 1/4,cup
3421,314, 1/4,cup
3421,302, 1/4,cup
3421,346, 1/4,cup
3421,953, 1/4,cup
3421,797, 1/2,cup
3421,22,1,tsp
3421,17, , 
3421,107, 1/4,cup
3422,643,4, 
3422,109,2,tsp
3422,258,2,tsp
3422,26,2,tsp
3422,40, 1/4,cup
3422,482, 1/4,cup
3422,784, 1/4,cup
3422,346, 1/2,cup
3422,43,1,cup
3422,86,1,tsp
3422,47,2,tbsp
3422,8, 1/8,tsp
3422,15, 1/4,tsp
3422,17, , 
3422,76,1,tbsp
3422,393, , 
3422,26, , 
3423,33742,1,cup
3423,1225, 1/4,cup
3423,40, 1/4,cup
3423,41,1,tsp
3423,47,2,tbsp
3423,58,1,tsp
3423,161,1,tsp
3423,46, 1/2,tsp
3423,17, , 
3423,26,2 1/4,tsp
3423,442, 3/4,cup
3423,26,1,tsp
3423,40, 1/2,cup
3423,53,1,cup
3423,15,1,tsp
3423,46, 1/2,tsp
3423,17, , 
3423,840,1 1/2,cups
3423,17, , 
3423,33761,1,cup
3424,1045,1 1/2,cups
3424,26,1,tbsp
3424,39, 1/2,tsp
3424,58, 1/2,tsp
3424,66, 1/2,cup
3424,645, 1/2,cup
3424,15, 1/2,tsp
3424,8, 1/4,tsp
3424,34, 1/4,tsp
3424,46, 1/4,tsp
3424,17, , 
3425,849,2,cups
3425,26,1,tbsp
3425,39,1,tsp
3425,58,2,tsp
3425,40, 1/2,cup
3425,599, 1/4,cup
3425,53, 1/2,cup
3425,33780, 1/4,cup
3425,33781, 1/4,cup
3425,44, 1/4,cup
3425,17, , 
3425,15, 1/2,tsp
3425,8, 1/4,tsp
3425,258,2,tbsp
3425,46, 1/2,tsp
3425,601,1 1/2,tsp
3425,296,1,tbsp
3426,26, 1/2,tbsp
3426,58, 1/2,tbsp
3426,52, 1/2,tbsp
3426,573,1,cup
3426,15, 3/4,tsp
3426,139, 1/2,tsp
3426,375, 1/2,tbsp
3426,363, 1/2,tbsp
3426,22,1,tsp
3426,17, , 
3427,60, 3/4,cup
3427,76,1,tbsp
3427,28,1,tbsp
3427,47,1,tbsp
3427,41,2,tsp
3427,17, , 
3427,26, , 
3427,849,1 1/4,cups
3427,26,1 1/2,tbsp
3427,58,2,tsp
3427,40, 1/2,cup
3427,599, 1/4,cup
3427,880,1,cup
3427,15,1,tsp
3427,258,3,tbsp
3427,22,1,tsp
3427,17, , 
3427,881, 1/2,cup
3427,109,1 1/2,tbsp
3427,58,1,tsp
3427,40, 1/2,cup
3427,15, 1/2,tsp
3427,258,2,tbsp
3427,17, , 
3427,296, 1/2,cup
3428,40, 1/4,cup
3428,1906,2, 
3428,463,1,cup
3428,195,4,tbsp
3428,33829, , 
3428,33830,1, 
3428,15,1,tsp
3428,498,1 1/2,tsp
3428,161,1,tbsp
3428,26,1,tsp
3428,17, , 
3428,59,1,cup
3428,237, 1/2,cup
3428,850,1,cup
3428,33839, 1/2,cup
3428,1818,2,tsp
3428,17, , 
3428,1477,2,cups
3428,66,1,cup
3428,126,1,tsp
3428,767,1 to 2, 
3428,1297, 1/2,cup
3428,375,1,tbsp
3428,47, 1/4,cup
3428,26,1,tsp
3428,17, , 
3428,33851,2,cups
3428,64,2,tsp
3428,33853,1, 
3428,375,1,tbsp
3428,246,1,tsp
3428,22, 1/4,tsp
3428,47, 1/4,cup
3428,270, 1/2,cup
3428,26,1,tsp
3428,17, , 
3428,26, , 
3428,33862,3 to 4, 
3428,26,1,tbsp
3429,701,5,tbsp
3429,22,2 1/2,tbsp
3429,14,2, 
3429,161,2,tsp
3429,17, , 
3429,239,1,cup
3429,1749, , 
3429,314, 1/2,cup
3429,518, 1/2,cup
3430,295, 3/4,cup
3430,33874, 3/4,cup
3430,35, 3/4,cup
3430,17, , 
3430,395, 1/2,tsp
3430,606, , 
3430,95, , 
3430,1966, , 
3431,33881,1,cup
3431,26,2,tbsp
3431,39, 1/2,tsp
3431,9, 1/8,tsp
3431,12, 1/4,tsp
3431,8, 1/4,tsp
3431,22,1,tsp
3431,161,2,tsp
3431,17, , 
3432,953,1,cup
3432,393,1,cup
3432,35, 1/2,cup
3432,17, , 
3432,111,2,tsp
3432,395,1 1/2,tsp
3432,161, , 
3432,26, , 
3432,47,1,tbsp
3432,93,1,tbsp
3432,257, , 
3433,502,1 1/2,cups
3433,474, 3/4,cup
3433,207,8, 
3433,1372,2, 
3433,24, , 
3434,21,1,cup
3434,8, 1/4,tsp
3434,233,1,cup
3434,20,1,tbsp
3434,19,1,tbsp
3434,347,1,tbsp
3434,15,2,tsp
3434,1201,2,tbsp
3434,17,1,tsp
3435,26, 1/2,tsp
3435,2098, 3/4,cup
3435,47,2,tbsp
3435,35,1,tbsp
3435,17, , 
3435,26,1,tbsp
3435,51,1,tsp
3435,39,1,tsp
3435,395,1,tsp
3436,76,1,cup
3436,27,1,tsp
3436,33926, 1/2,tsp
3436,73,1,tbsp
3436,22,1,tsp
3436,1693,2 to 3, 
3436,22,2,cups
3436,228, , 
3436,161, 1/4,tsp
3436,73, , 
3437,22, 3/4,cup
3437,228, 1/2,tsp
3437,108,1,tsp
3437,532,2,tsp
3437,527, 3/4,cup
3437,184, , 
3437,35, 1/3,cup
3437,73, , 
3437,211, 1/2,tsp
3438,33943,7, 
3438,161,2,tbsp
3438,17,3,tsp
3438,8, 1/4,tsp
3438,185,1 1/2,cups
3438,15,2,tsp
3439,100,7, 
3439,161,2,tbsp
3439,17,3,tsp
3439,8, 1/4,tsp
3439,185,1 1/2,cups
3439,15,2,tsp
3440,33955,2,cups
3440,12, 1/2,tsp
3440,8,1,tsp
3440,11,2,tbsp
3440,39,2,tbsp
3440,15,2,tbsp
3440,17,1,tbsp
3440,16,3,tbsp
3441,139,1,tbsp
3441,133,1,tbsp
3441,161, 1/2,tbsp
3441,62,1,tsp
3441,1180, 1/2,tsp
3441,136,1,tsp
3441,17, , 
3441,26, , 
3441,1178,1,cup
3441,244, 1/4,cup
3441,240, 1/4,cup
3441,450,1,cup
3442,856, 1/2,cup
3442,115, 1/4,cup
3442,27,2,tbsp
3442,393,2,tbsp
3442,161,1,tsp
3442,201, , 
3442,17, , 
3442,26,6 1/4,tsp
3442,40, 1/4,cup
3442,53, 1/4,cup
3442,599, 1/4,cup
3442,41,1,tsp
3442,47,2,tbsp
3442,17, , 
3442,606, , 
3442,95, , 
3443,856, 1/2,cup
3443,28,2,tbsp
3443,393, 1/4,cup
3443,35, 1/2,cup
3443,40, 1/4,cup
3443,41,1 1/2,tsp
3443,47,2,tbsp
3443,17, , 
3443,26, , 
3443,257, , 
3444,643,4, 
3444,109,2,tsp
3444,109,6,tsp
3444,43,1 1/4,cups
3444,40, 1/4,cup
3444,599, 1/4,cup
3444,53, 1/4,cup
3444,58,1,tsp
3444,601,1 1/2,tsp
3444,15, 1/2,tsp
3444,47,2,tbsp
3444,161,1 1/2,tsp
3444,17, , 
3445,108,3,cups
3445,497,2, 
3445,22,1,tbsp
3445,528, 1/2,cup
3445,211, 1/4,tsp
3446,393, 1/2,cup
3446,276, 1/2,cup
3446,96, 1/4,cup
3446,599, 1/4,cup
3446,40, 1/4,cup
3446,47,2,tbsp
3446,111,1,tsp
3446,17, , 
3446,26,2,tsp
3446,51, 1/2,tsp
3446,12, 1/4,tsp
3446,329, , 
3446,26,4,tsp
3446,95, , 
3447,115, 3/4,cup
3447,27, 1/2,cup
3447,29, 1/2,tsp
3447,64,1,tsp
3447,8, 1/4,tsp
3447,15,1,tsp
3447,17, , 
3447,115, , 
3447,26, , 
3448,115,1 1/2,cups
3448,17, , 
3448,53, 1/4,cup
3448,40, 1/4,cup
3448,96, 1/4,cup
3448,41, 1/2,tsp
3448,47,2,tbsp
3448,26, , 
3448,34050, , 
3448,606, , 
3449,197,1 1/2,tsp
3449,114,1,cup
3449,498,1,tsp
3449,34055,2,tbsp
3449,681,2,tbsp
3450,354, 1/2,cup
3450,207,8, 
3450,503, 1/4,cup
3450,474,1,cup
3450,24, , 
3451,1187,14, 
3451,109,2,tbsp
3451,34064, 1/2,cup
3451,108,2,cups
3451,197,1 1/4,tsp
3451,681,1,cup
3451,197,1,tbsp
3452,133,1 1/2,tbsp
3452,1529, 1/4,cup
3452,853,3 to 4, 
3452,785, 1/4,cup
3452,77,2,tbsp
3452,249, 1/4,cup
3452,47, 1/3,cup
3452,475, 1/3,cup
3452,178,1, 
3452,351,4,tsp
3452,22,1,tsp
3452,17, , 
3452,1184, 1/2,cup
3452,136, 1/2,tsp
3452,161,1 1/2,tsp
3452,296, 1/4,cup
3452,643, , 
3453,26,2,tbsp
3453,40, 1/2,cup
3453,784, 1/4,cup
3453,785, 1/2,cup
3453,475, 1/4,cup
3453,178,1, 
3453,53, 1/2,cup
3453,314, 1/2,cup
3453,256,1,cup
3453,2579,1, 
3453,17, , 
3453,1922, 1/4,cup
3453,786, 1/4,cup
3453,137, , 
3454,783,2, 
3454,265, , 
3454,136,1,tbsp
3454,296, 1/2,cup
3454,53, 1/2,cup
3454,133,1,tbsp
3454,58,1,tbsp
3454,582,1,tbsp
3454,135,1 1/2,tbsp
3454,237, 1/2,cup
3454,17, , 
3455,1587,1 1/2,cups
3455,899, 3/4,cup
3455,109,1,tbsp
3455,40, 1/4,cup
3455,41,1,tsp
3455,586,1,cup
3455,136, 1/2,tsp
3455,296,2,tbsp
3455,17, , 
3455,582, 1/2,tsp
3456,53,2,cups
3456,40, 3/4,cup
3456,456,8, 
3456,305,2, 
3456,882, 1/2,tsp
3456,136, 1/2,tsp
3456,629, , 
3456,137, , 
3457,296, 1/2,cup
3457,255, 1/2,cup
3457,108, 1/4,cup
3457,137, 1/4,tsp
3457,34133, 3/4,cup
3457,134,18, 
3457,731,18, 
3457,29, , 
3457,137, , 
3458,34138,2,cups
3458,1205, 1/2,cup
3458,34140,4, 
3458,686,2,cups
3458,34142,2, 
3458,76,1,tbsp
3458,1373,1,tsp
3458,107,3,tbsp
3458,26,2,tbsp
3458,17, , 
3458,34148,1,cup
3458,96,1,cup
3458,255, 1/2,cup
3458,76,2 to 3,tbsp
3458,667, 1/2,tsp
3458,109,1,tsp
3458,17, , 
3458,378, 1/2,cup
3458,34156, 1/2,cup
3458,109,1 1/2,tsp
3458,17, , 
3458,263,2, 
3458,109,2,tsp
3458,588, 1/2,tsp
3458,17, , 
3458,109, , 
3458,26,1,tbsp
3459,109,2,tbsp
3459,665, 3/4,cup
3459,1932, 1/2,cup
3459,661, 1/2,cup
3459,1292, 1/2,cup
3459,17, , 
3459,69,1,tsp
3459,133,1,tbsp
3459,869,1 1/2,cups
3459,17, , 
3459,612, 1/2,cup
3459,612,5,tbsp
3459,296,2,tbsp
3459,107,2,tbsp
3459,26,1,tsp
3460,358,1 1/2,cups
3460,109,1 1/2,tbsp
3460,17, , 
3460,107, 1/2,cup
3460,296, 1/4,cup
3460,136, 1/2,tsp
3460,582,1,tsp
3460,359, , 
3460,588,1,tbsp
3461,161,2,tbsp
3461,133,1,tsp
3461,136, 1/4,tsp
3461,141,1,tsp
3461,972,1,tsp
3461,582, 1/4,tsp
3461,34195,2,tbsp
3461,17, , 
3461,149,1,cup
3461,1179, 1/2,cup
3461,239, 1/2,cup
3461,570,6 to 8, 
3461,1913,6 to 8, 
3462,450,2,cups
3462,1292, 1/2,cup
3462,665, 1/2,cup
3462,1851, 1/2,cup
3462,721, 1/4,cup
3462,169,1,tsp
3462,161,1,tsp
3462,141,1,tbsp
3462,17, , 
3463,578,4, 
3463,305,2, 
3463,112,6, 
3463,599, 1/2,cup
3463,258, 1/4,cup
3463,22,1,tsp
3463,136, 1/2,tsp
3463,26,2,tbsp
3463,17, , 
3464,997,1,cup
3464,34221,1, 
3464,34222,1, 
3464,34223,3, 
3464,26,2,tbsp
3464,2233, , 
3464,1913,5 to 6, 
3465,161,2,tbsp
3465,133,1,tsp
3465,136, 1/4,tsp
3465,34230,1,tsp
3465,972,1,tsp
3465,582, 1/4,tsp
3465,34233,2,tbsp
3465,17, , 
3465,2112, 1/2,cup
3465,239, 1/2,cup
3465,578,2, 
3465,132,2, 
3465,1004,3, 
3465,1913,5 to 6, 
3466,1617, 1/2,cup
3466,139,2,tbsp
3466,388, 1/4,tsp
3466,22,1,tsp
3466,17, , 
3466,997, 3/4,cup
3466,387, 1/2,cup
3466,237, 1/2,cup
3466,270, 3/4,cup
3466,2233,3,tbsp
3466,1913,5 to 6, 
3467,835,3, 
3467,17, , 
3467,878,1,cup
3467,131,1,cup
3467,109,2,tsp
3467,115,1,tbsp
3467,108, 3/4,cup
3467,17, , 
3467,127, 1/2,tsp
3467,582,1,tsp
3468,34262,1,cup
3468,16,3,tbsp
3468,249, 1/2,cup
3468,40, 1/4,cup
3468,127, 1/2,tsp
3468,126, 1/2,tsp
3468,300, , 
3468,15, 1/2,tsp
3468,268, 1/2,tsp
3468,46, 1/4,tsp
3468,258,1,tbsp
3468,420,2,tbsp
3468,17, , 
3469,34275,3,cups
3469,27, 1/2,cup
3469,253,1,tsp
3469,52,2,tsp
3469,17, , 
3469,26, , 
3469,26,2,tbsp
3469,40,1,cup
3469,34,1,tbsp
3469,15,2,tsp
3469,46,1,tsp
3469,8, 1/4,tsp
3469,53,1,cup
3469,17, , 
3469,54, 1/2,cup
3469,47,2,tbsp
3469,47,1,tbsp
3470,575,2,cups
3470,26, , 
3470,34294, 1/2,cup
3470,736, 1/4,cup
3470,1453, 1/4,cup
3470,329,25, 
3470,407, 1/4,cup
3470,492,2,tbsp
3470,26,1,tbsp
3470,51,1,tsp
3470,12, 1/4,tsp
3470,15,1 1/4,tsp
3470,8, 1/4,tsp
3470,17, , 
3470,62,2,tsp
3471,754,2,tbsp
3471,34308,6,tbsp
3472,233, 1/2,cup
3472,28, 1/2,cup
3472,115,1,cup
3472,211, 1/2,tsp
3472,392,2,tbsp
3472,73, , 
3473,233, 1/2,cup
3473,115,1,cup
3473,11, 1/2,tsp
3473,211, 1/2,tsp
3473,395, 3/4,tsp
3473,73, , 
3473,211, 1/2,tsp
3474,233,2,tbsp
3474,76, 1/2,cup
3474,253, 1/2,tsp
3474,17, , 
3474,26, , 
3475,233,2,tbsp
3475,28, 1/2,cup
3475,111, 1/2,tsp
3475,17, , 
3475,26, , 
3476,34332, 1/4,cup
3476,92, 1/2,tsp
3476,39, 1/2,tsp
3476,347,1,tsp
3476,754,1,tsp
3477,14,5, 
3477,34338, 3/4,cup
3477,109,2,tbsp
3477,599, 1/2,cup
3477,53,2,cups
3477,15,2,tsp
3477,601,2,tbsp
3477,17, , 
3477,44, 3/4,cup
3477,47,2,tbsp
3477,717,4, 
3477,47,1,tbsp
3477,34349,6, 
3477,134,12, 
3478,14,10 to 12, 
3478,26,1,tbsp
3478,109,2,tbsp
3478,39,1,tbsp
3478,599, 1/2,cup
3478,53,2,cups
3478,15,2,tsp
3478,601,1 1/2,tbsp
3478,17, , 
3478,419, 3/4,cup
3478,34361, 1/3,cup
3478,44, 3/4,cup
3478,47,2,tbsp
3478,1036,8, 
3478,109,8,tsp
3478,601,1,tsp
3478,47,1,tbsp
3478,109,4,tsp
3478,1112, , 
3478,982, , 
3478,134, , 
3479,133,2,tsp
3479,53,2 1/2,cups
3479,141,5,tbsp
3479,136,1,tsp
3479,582,1,tsp
3479,384,2,tsp
3479,137, 1/2,tsp
3479,15, 1/2,tsp
3479,22,1,tsp
3479,17, , 
3480,34382,1 1/2,cups
3480,8, 1/2,tsp
3480,41,2,tsp
3480,47,2,tbsp
3480,161, 1/2,tbsp
3480,22,1,tsp
3480,17, , 
3480,26,1,tbsp
3480,51, 1/2,tsp
3480,12, 1/4,tsp
3480,329,4 to 6, 
3480,26, , 
3480,27, 3/4,cup
3480,17, , 
3480,1546,6, 
3480,257, , 
3480,267, , 
3480,34399, , 
3481,59, 1/2,cup
3481,840,1,cup
3481,26,1 1/2,tbsp
3481,260,1, 
3481,79,4, 
3481,127, 1/2,tsp
3481,111, 1/2,tsp
3481,126, 1/4,tsp
3481,40, 1/2,cup
3481,69,2,tbsp
3481,46, 1/2,tsp
3481,17, , 
3481,33,1 1/2,tbsp
3481,122,1,tbsp
3481,108,5,tbsp
3482,275,2,cups
3482,268, 1/2,tsp
3482,68, 1/2,tsp
3482,45, 1/2,tsp
3482,15,1,tsp
3482,17, , 
3482,140,2 1/2,tbsp
3482,1290,1,tbsp
3482,137, , 
3482,76, 1/3,cup
3482,17, , 
3482,114, 1/2,cup
3482,295, 1/2,cup
3482,26, , 
3483,1290,2,tbsp
3483,902,2,tbsp
3483,26,1,tbsp
3483,187, 1/2,cup
3484,76,1 1/2,cups
3484,27,1,tbsp
3484,394, 1/4,tsp
3484,228, 1/4,tsp
3484,22,2,cups
3484,73, , 
3484,211, 1/2,tsp
3484,2278, 1/4,cup
3485,115,2,cups
3485,73,2,tbsp
3485,17, , 
3485,115, , 
3485,73,7,tsp
3485,73, , 
3486,76, 1/2,cup
3486,465, 1/2,tsp
3486,22,1,cup
3486,228,1,tsp
3486,531,2, 
3486,73, , 
3486,211, 1/2,tsp
3486,173,1,tsp
3486,123,1,tsp
3487,840,1,cup
3487,302, , 
3487,240, 1/4,cup
3487,659, 1/4,cup
3487,53, 1/2,cup
3487,351, 1/4,cup
3487,258,1,tbsp
3487,8, 1/4,tsp
3487,15,1,tsp
3487,55,1,tsp
3487,46, 1/2,tsp
3487,246,1,tsp
3487,17, , 
3487,22, 1/2,tsp
3487,139,1,tsp
3487,898,3,cups
3487,508,2,tbsp
3487,244,1,tbsp
3488,34474,2,tbsp
3488,161,1,tsp
3488,1182, 1/2,cup
3489,1603,8,tsp
3489,76,1,cup
3489,246, 1/4,cup
3489,17, , 
3489,109, 1/4,cup
3489,62,5,tbsp
3489,76, , 
3490,2323, 1/4,cup
3490,1143, 3/4,cup
3491,497,6, 
3491,109, , 
3491,2323, , 
3492,34489,2,tbsp
3492,265, , 
3492,186,2, 
3492,185, 1/4,cup
3492,76, 1/4,cup
3492,167, 1/2,tsp
3492,62,2,tbsp
3493,2323, 3/4,cup
3493,161,1,tsp
3494,1576,10, 
3494,2681,1,cup
3494,246,2,tsp
3494,160, 1/4,cup
3494,664, 1/4,cup
3495,76, 3/4,cup
3495,17, , 
3495,109,5,tbsp
3495,162,3,tbsp
3495,2681,4 1/2,tbsp
3496,115,2,cups
3496,109, 1/2,cup
3496,185,5,tbsp
3496,2323,8,tsp
3497,780,100,ml
3497,197,2,tsp
3497,2090,2,tbsp
3497,24,1,cup
3497,681,4,tbsp
3498,34517, 1/2,cup
3498,1489,1,cup
3498,17, , 
3498,268, 1/2,tsp
3498,47,1,tbsp
3498,315, , 
3499,1157, 3/4,cup
3499,808,2,cups
3499,429,1,tsp
3499,24,4,tbsp
3500,107, 1/2,cup
3500,493,3,tbsp
3500,185,1,cup
3500,1743,2,tbsp
3500,17, , 
3500,255, 1/2,cup
3500,35,2,tbsp
3500,588,2,tbsp
3500,1476,1,tbsp
3500,1831,1,tbsp
3500,17, 1/2,tsp
3500,1015,3,cups
3500,207,1,cup
3500,1763, 1/4,cup
3500,564, 1/3,cup
3500,34542,6, 
3501,115, 1/2,cup
3501,27,5,tbsp
3501,393,2,tbsp
3501,73,1 1/2,tbsp
3501,73, , 
3501,735,1,cup
3501,62, 1/2,cup
3501,2359, 1/4,cup
3501,173,1,tbsp
3501,123,1,tbsp
3501,211, 1/2,tsp
3501,228, , 
3501,73,2,tbsp
3502,263,3, 
3502,26,3,tbsp
3502,39,2,tsp
3502,253,2,tsp
3502,8, 1/2,tsp
3502,161,1 1/2,tsp
3502,17, , 
3502,47,2,tbsp
3503,39,2,tsp
3503,249,2 3/4,cups
3503,26,3,tbsp
3503,111,2,tsp
3503,8, 1/4,tsp
3503,161,1 1/2,tsp
3503,17, , 
3503,47,2,tbsp
3504,39,1,tbsp
3504,187, 1/2,cup
3504,185,2,tbsp
3504,76,1 1/2,cups
3504,17, , 
3504,108,1,tbsp
3505,73, 1/2,tsp
3505,112,1,tsp
3505,39,1 1/2,tsp
3505,89,1 1/2,tsp
3505,234,1, 
3505,12, 1/4,tsp
3505,73,1,tsp
3505,51,1,tsp
3505,39, 1/2,tsp
3505,234,1, 
3505,329,7 to 8, 
3505,1069,3,tbsp
3505,17, , 
3506,124,1 1/2,tsp
3506,115, 1/4,cup
3506,76, 1/4,cup
3506,393,1,tbsp
3506,26, 1/2,tbsp
3506,17, , 
3506,26, , 
3507,26, , 
3507,66, 1/4,cup
3507,73,2,tbsp
3507,39,2,tbsp
3507,72,1 1/4,cups
3507,17, , 
3508,73,1,tsp
3508,112,1,tsp
3508,39,1 1/2,tsp
3508,89,1 1/2,tsp
3508,234,1, 
3508,12, 1/4,tsp
3508,73,2,tsp
3508,51,1,tsp
3508,39, 1/2,tsp
3508,234,1, 
3508,329,7 to 8, 
3508,1069,2,tbsp
3508,17, , 
3509,34617,01-Feb, 
3509,1764,3, 
3510,34619,4,cups
3510,17, , 
3510,8, 1/2,tsp
3510,26,3,tbsp
3510,51,1,tsp
3510,432,2,tsp
3510,15,1,tsp
3510,27,4,tsp
3510,22, , 
3510,122,2,tsp
3510,492,8, 
3511,108,1 1/2,cups
3511,22,2,tbsp
3511,35, 1/2,tbsp
3511,228,2, 
3511,211, 1/2,tsp
3511,69,2,tbsp
3511,173,1,tsp
3511,123,1,tsp
3511,211, 1/2,tsp
3511,173,1,tsp
3511,123,1,tsp
3512,298,1,cup
3512,111, 1/2,tsp
3512,45, 1/2,tsp
3512,64, 1/2,tsp
3512,47,2,tbsp
3512,161,1,tsp
3512,643,1, 
3512,22, , 
3512,17, , 
3512,26, , 
3512,49,6, 
3512,26, , 
3512,267,9,tsp
3512,257,3,tsp
3512,40,3,tsp
3512,45, , 
3513,61,11, 
3513,26, , 
3513,255, 1/2,cup
3513,40, 1/4,cup
3513,599, 1/4,cup
3513,46, 1/4,tsp
3513,161, 1/2,tbsp
3513,17, , 
3513,258, , 
3514,88, 3/4,cup
3514,85, 1/4,cup
3514,2187, 1/2,cup
3514,343,1,tsp
3514,47,2,tbsp
3514,17, , 
3514,26, 1/4,tsp
3515,109,1,tbsp
3515,40, 1/2,cup
3515,97, 1/2,cup
3515,599, 1/2,cup
3515,53,1,cup
3515,2004,2,tsp
3515,15,1,tsp
3515,46, 1/2,tsp
3515,17, , 
3515,47,1,tbsp
3515,597,2,cups
3515,109,8,tsp
3515,296,1,cup
3515,95, , 
3515,606, , 
3516,284,1, 
3516,147,1, 
3516,2229,2, 
3516,1078,2, 
3516,1766,1, 
3516,570,2, 
3516,1232, , 
3516,1229, , 
3516,34696, , 
3516,217, , 
3517,859,2,tbsp
3517,760,2,tbsp
3517,337,1,tbsp
3517,822,1,tbsp
3517,96,1,tbsp
3517,26, 1/4,tsp
3517,17, , 
3517,859, , 
3517,73,2,tsp
3517,116, , 
3518,34708, 1/2,cup
3518,373, 1/2,cup
3518,17, , 
3518,73,2,tsp
3518,39,1,tsp
3518,12, , 
3518,8, 1/4,tsp
3519,859, 1/2,cup
3519,34716, 1/2,cup
3519,115, 1/4,cup
3519,169,1,tbsp
3519,211, 1/4,tsp
3519,17, , 
3519,73,2 1/4,tsp
3520,859,2,cups
3520,432, 1/2,cup
3520,26,2 1/2,tbsp
3520,1479,1,tbsp
3520,127,1,tsp
3520,22, 1/2,tbsp
3520,17,1 1/2,tsp
3521,2687, 1/2,cup
3521,145, 1/4,cup
3521,460, 1/4,cup
3521,146, 1/4,cup
3521,961, 1/4,cup
3521,17, , 
3521,26,1,tsp
3521,39,1,tsp
3521,41,2,tsp
3521,12, 1/4,tsp
3521,108, 1/2,cup
3521,47, 1/4,cup
3522,859, 1/4,cup
3522,115, 3/4,cup
3522,96, 1/4,cup
3522,1184, 1/4,cup
3522,8, 1/4,tsp
3522,15, 1/2,tsp
3522,39, 1/2,tsp
3522,26,1,tsp
3522,17, , 
3522,115, , 
3522,26, , 
3523,34752, 1/2,cup
3523,17, , 
3523,26,1,tsp
3523,610,1,cup
3523,51, 1/2,tsp
3523,12, , 
3523,53,2,tbsp
3523,40,2,tbsp
3523,47,2,tbsp
3524,859, 1/2,cup
3524,501, 3/4,cup
3524,73,2,tsp
3524,34764,1,cup
3524,1203,2,tbsp
3524,169,1 1/2,tbsp
3524,194, 1/4,tsp
3524,173,1,tbsp
3525,859, 1/4,cup
3525,760, 1/4,cup
3525,27, 1/4,cup
3525,115, 1/4,cup
3525,1225, 3/4,cup
3525,40, 1/4,cup
3525,253, 1/2,tsp
3525,34776, 1/2,tsp
3525,47,2,tbsp
3525,22, 1/2,tsp
3525,15, 1/2,tsp
3525,17, , 
3525,115, , 
3525,26,1 1/2,tsp
3525,808, , 
